Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Mother's occupation,Father's occupation
1,17,1,Basic Education,daytime,Secondary education,108.0,Portuguese,19,1,107.3,no,no,no,yes,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
1,17,4,Social Service,daytime,Secondary education,133.1,Portuguese,1,19,95.0,yes,no,no,yes,0,1,19,0,0,6,12,6,11.666666666666666,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers"
1,1,2,Veterinary Nursing,daytime,Secondary education,122.0,Portuguese,3,1,116.1,yes,no,no,yes,0,0,18,0,0,6,13,6,13.153846153846152,0,0,6,12,3,11.0,0,15.5,2.8,-4.06,Graduate,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,4,Communication Design,daytime,Secondary education,143.0,Portuguese,1,1,134.6,yes,no,no,yes,0,1,18,0,0,6,6,6,14.5,0,0,6,6,6,12.833333333333334,0,12.4,0.5,1.79,Dropout,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,17,6,Nursing,daytime,Secondary education,135.0,Portuguese,19,19,128.0,yes,no,no,yes,0,1,18,0,0,7,7,7,14.44142857142857,0,0,8,8,8,13.65625,0,11.1,0.6,2.02,Graduate,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen"
1,17,2,Journalism and Communication,daytime,Secondary education,148.0,Portuguese,3,38,144.2,yes,no,no,yes,0,0,18,0,0,6,6,6,15.166666666666666,0,0,6,7,6,14.285714285714286,0,12.4,0.5,1.79,Graduate,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry"
1,17,1,Management,daytime,Secondary education,134.0,Portuguese,19,38,129.5,no,no,no,yes,0,1,18,0,0,5,5,5,11.6,0,0,5,12,4,12.625,0,10.8,1.4,1.74,Graduate,Administrative staff,Installation and Machine Operators and Assembly Workers
1,17,1,Journalism and Communication,daytime,Secondary education,122.0,Portuguese,1,1,116.8,yes,no,yes,yes,0,0,18,0,0,6,6,6,11.666666666666666,0,0,6,6,6,12.333333333333334,0,16.2,0.3,-0.92,Graduate,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen"
1,44,1,Agronomy,daytime,Technological specialization course,160.0,Portuguese,37,38,160.0,no,no,no,yes,0,1,20,0,0,6,8,6,12.625,0,0,6,10,6,13.2,0,16.2,0.3,-0.92,Graduate,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry"
1,16,2,Social Service,daytime,Secondary education,126.0,Portuguese,38,37,127.1,yes,no,no,yes,0,1,19,0,0,6,14,3,12.666666666666666,0,0,6,7,6,11.0,0,9.4,-0.8,-3.12,Graduate,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers"
1,17,1,Equinculture,daytime,Secondary education,138.0,Portuguese,2,19,126.3,yes,no,no,yes,0,1,18,0,0,6,7,6,12.833333333333334,1,0,6,8,6,13.0,0,8.9,1.4,3.51,Enrolled,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry"
1,1,1,Social Service,daytime,Secondary education,115.0,Portuguese,38,38,112.9,yes,no,no,yes,0,1,19,0,0,6,7,6,11.857142857142858,0,0,6,8,6,13.142857142857142,0,12.4,0.5,1.79,Graduate,Installation and Machine Operators and Assembly Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,17,2,Basic Education,daytime,Secondary education,141.0,Portuguese,3,1,130.2,yes,no,no,yes,0,0,19,0,0,6,8,5,11.4,1,0,6,7,4,10.75,0,12.7,3.7,-1.7,Enrolled,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Personal Services, Security and Safety Workers and Sellers"
1,43,1,Equinculture,daytime,Secondary education,100.0,Brazilian,3,4,100.0,no,no,no,yes,0,0,19,1,0,5,10,5,14.857142857142858,2,0,5,7,5,15.142857142857142,0,9.4,-0.8,-3.12,Enrolled,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities
1,1,1,Advertising and Marketing Management,daytime,Secondary education,130.0,Portuguese,19,19,121.6,no,no,no,yes,0,0,19,0,0,6,7,6,14.714285714285714,0,0,6,6,6,15.833333333333334,0,12.4,0.5,1.79,Graduate,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen"
1,15,1,Advertising and Marketing Management,daytime,Secondary education,130.0,Santomean,42,1,130.0,no,yes,yes,yes,0,0,20,1,0,6,6,6,13.5,0,0,6,9,5,13.0,0,8.9,1.4,3.51,Graduate,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction and Craftsmen"
1,18,1,Equinculture,daytime,Secondary education,135.0,Portuguese,38,19,121.7,yes,no,no,yes,0,1,18,0,0,5,7,4,11.5,0,0,5,5,5,12.4,0,10.8,1.4,1.74,Graduate,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers"
1,7,1,Management,daytime,Higher education - degree,120.0,Portuguese,1,39,120.0,no,no,no,yes,0,0,33,0,2,5,9,2,14.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Dropout,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,1,Basic Education,daytime,Secondary education,148.0,Portuguese,19,19,143.5,no,no,no,yes,0,1,19,0,0,7,8,6,12.833333333333334,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,Administrative staff,"Personal Services, Security and Safety Workers and Sellers"
1,17,2,Oral Hygiene,daytime,Secondary education,136.0,Portuguese,1,1,128.3,no,no,no,yes,0,1,18,0,0,7,7,7,13.428571428571429,0,0,8,8,8,14.75,0,15.5,2.8,-4.06,Graduate,Unskilled Workers,Unskilled Workers
1,17,1,Communication Design,daytime,Secondary education,108.0,Portuguese,19,1,111.9,no,no,no,yes,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,Administrative staff,Intermediate Level Technicians and Professions
1,44,1,Agronomy,daytime,Technological specialization course,140.0,Portuguese,38,38,140.0,no,no,no,yes,0,0,19,0,0,6,18,3,11.666666666666666,0,0,6,14,4,11.5,0,15.5,2.8,-4.06,Enrolled,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Intermediate Level Technicians and Professions
1,1,3,Journalism and Communication,daytime,Secondary education,153.0,Portuguese,3,1,137.6,yes,no,no,yes,0,0,18,0,0,6,6,6,16.0,0,0,6,7,6,14.333333333333334,0,12.4,0.5,1.79,Graduate,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers
1,1,1,Social Service,daytime,Secondary education,135.0,Portuguese,19,19,135.0,yes,no,no,yes,0,0,20,0,0,6,6,6,13.833333333333334,0,0,6,6,6,11.833333333333334,0,10.8,1.4,1.74,Graduate,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers"
1,1,5,Nursing,daytime,Secondary education,146.0,Portuguese,19,37,133.8,yes,no,no,yes,0,0,19,0,0,8,9,8,13.2325,1,0,8,9,8,13.2325,1,9.4,-0.8,-3.12,Graduate,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen"
1,1,2,Journalism and Communication,daytime,Secondary education,130.0,Portuguese,19,19,126.9,yes,no,no,yes,1,1,18,0,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate,Unskilled Workers,Unskilled Workers
1,17,2,Tourism,daytime,Secondary education,113.0,Portuguese,1,2,106.7,yes,no,yes,yes,1,1,19,0,0,6,14,2,10.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions
1,43,1,Social Service (evening attendance),evening,Secondary education,145.7,Cape Verdean,37,37,145.7,yes,no,no,yes,0,0,25,1,8,16,16,15,13.333333333333334,0,11,13,13,11,12.272727272727272,0,13.9,-0.3,0.79,Graduate,Unskilled Workers,Unskilled Workers
1,17,3,Communication Design,daytime,Secondary education,145.0,Portuguese,3,3,153.1,yes,no,no,yes,0,1,20,0,0,6,6,6,12.5,0,0,6,6,6,14.333333333333334,0,12.7,3.7,-1.7,Enrolled,Administrative staff,Administrative staff
1,1,1,Social Service (evening attendance),evening,Secondary education,126.0,Portuguese,38,37,118.7,no,no,no,yes,0,0,19,0,0,6,6,6,12.5,0,0,6,6,6,11.5,0,12.7,3.7,-1.7,Graduate,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
1,17,1,Management (evening attendance),evening,Secondary education,160.0,Portuguese,34,34,161.8,yes,no,yes,yes,1,0,33,0,0,5,8,2,10.5,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Student,Student
1,18,4,Informatics Engineering,daytime,Secondary education,134.0,Portuguese,19,38,124.9,yes,no,yes,yes,1,0,18,0,0,5,11,3,10.666666666666666,0,0,5,9,3,11.333333333333334,0,8.9,1.4,3.51,Enrolled,Meal preparation assistants,"Workers in food processing, woodworking, clothing and other industries and crafts"
1,1,1,Informatics Engineering,daytime,Secondary education,163.0,Portuguese,19,37,150.8,yes,no,no,yes,1,0,18,0,0,5,9,4,10.5,0,0,5,11,2,10.5,3,7.6,2.6,0.32,Enrolled,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers
1,15,1,Management,daytime,Secondary education,130.0,Santomean,1,1,130.0,no,no,no,yes,0,0,19,1,0,5,10,4,12.0,0,0,5,6,5,11.4,0,11.1,0.6,2.02,Graduate,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions
1,1,2,Animation and Multimedia Design,daytime,Secondary education,165.0,Portuguese,3,3,163.6,yes,no,no,yes,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Enrolled,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities
1,43,1,Management,daytime,Secondary education,142.0,Portuguese,38,19,115.0,no,no,no,yes,0,0,19,0,0,5,11,5,11.5,0,0,5,9,2,10.666666666666666,0,13.9,-0.3,0.79,Enrolled,"Office workers, secretaries in general and data processing operators","Skilled construction workers and the like, except electricians"
1,1,1,Journalism and Communication,daytime,Secondary education,156.0,Portuguese,19,1,136.8,yes,no,no,yes,0,0,18,0,0,6,6,6,14.0,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Dropout,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions
1,17,5,Basic Education,daytime,Secondary education,141.0,Portuguese,3,19,130.9,yes,no,no,yes,0,0,18,0,0,6,7,6,13.5,0,0,6,8,5,12.6,0,7.6,2.6,0.32,Graduate,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,3,Nursing,daytime,Secondary education,143.0,Portuguese,19,37,127.0,yes,no,no,yes,0,0,18,0,0,8,8,8,13.07375,0,0,8,8,8,13.07375,0,9.4,-0.8,-3.12,Graduate,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen"
2,39,1,Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,38,38,120.0,no,no,no,yes,0,0,37,0,0,7,9,2,10.75,0,0,7,9,0,0.0,0,16.2,0.3,-0.92,Dropout,Specialists in Intellectual and Scientific Activities,Armed Forces Professions
1,1,1,Social Service,daytime,Secondary education,133.0,Portuguese,38,1,126.0,no,no,no,yes,0,0,20,0,0,6,11,1,12.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Enrolled,Specialists in Intellectual and Scientific Activities,Administrative staff
1,1,1,Tourism,daytime,Secondary education,172.0,Brazilian,37,37,153.8,yes,no,no,yes,0,1,20,1,0,6,6,6,14.0,0,0,6,6,6,13.333333333333334,0,10.8,1.4,1.74,Graduate,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
1,15,1,Social Service,daytime,Secondary education,140.0,Santomean,19,19,140.0,no,no,no,yes,1,0,21,1,0,6,7,6,12.333333333333334,0,0,6,7,6,13.428571428571429,0,11.1,0.6,2.02,Graduate,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry"
1,17,1,Nursing,daytime,Secondary education,142.0,Portuguese,38,1,136.6,no,no,no,yes,0,1,18,0,0,7,7,7,13.464285714285714,0,0,8,9,8,14.788888888888888,0,12.4,0.5,1.79,Graduate,"Personal Services, Security and Safety Workers and Sellers",Administrative staff
1,39,1,Social Service (evening attendance),evening,Secondary education,140.0,Portuguese,19,1,105.0,no,no,no,yes,0,0,26,0,0,6,14,3,10.666666666666666,1,0,6,9,5,11.2,0,15.5,2.8,-4.06,Enrolled,Unskilled Workers,Installation and Machine Operators and Assembly Workers
1,39,1,Management,daytime,Other - 11th year of schooling,133.1,Portuguese,37,37,139.4,no,no,yes,yes,0,0,41,0,0,5,6,5,11.6,0,0,5,8,5,12.2,0,7.6,2.6,0.32,Enrolled,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,2,Journalism and Communication,daytime,Secondary education,148.0,Portuguese,19,1,140.0,yes,no,no,yes,0,1,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,14.666666666666666,0,16.2,0.3,-0.92,Graduate,Intermediate Level Technicians and Professions,Unskilled Workers
1,1,4,Nursing,daytime,Secondary education,137.0,Portuguese,19,37,130.8,no,no,yes,yes,0,0,18,0,0,8,9,8,14.4025,1,0,8,9,8,14.4025,1,9.4,-0.8,-3.12,Graduate,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,1,Nursing,daytime,Secondary education,143.0,Portuguese,38,38,138.8,yes,no,no,yes,0,0,31,0,0,7,9,7,15.46875,0,0,8,8,8,16.3875,0,11.1,0.6,2.02,Graduate,Unskilled Workers,Unskilled Workers
1,1,1,Social Service,daytime,Secondary education,133.1,Portuguese,1,1,110.0,no,no,yes,yes,0,0,23,0,0,6,8,6,12.625,0,0,6,6,6,14.166666666666666,0,12.7,3.7,-1.7,Graduate,Administrative staff,Armed Forces Professions
1,1,4,Nursing,daytime,Secondary education,138.0,Portuguese,37,19,127.8,yes,no,no,yes,0,0,19,0,0,7,7,6,14.983333333333334,0,0,7,7,6,14.983333333333334,0,7.6,2.6,0.32,Graduate,Unskilled Workers,Unskilled Workers
1,16,3,Journalism and Communication,daytime,Secondary education,138.0,Portuguese,37,38,134.2,yes,no,no,yes,0,1,20,0,0,6,6,6,15.0,0,0,6,6,6,13.0,0,11.1,0.6,2.02,Graduate,Administrative staff,Unskilled Workers
2,39,1,Social Service (evening attendance),evening,Secondary education,150.0,Portuguese,37,37,143.0,no,no,no,yes,0,0,40,0,5,9,9,9,15.88888888888889,0,3,7,7,7,14.142857142857142,0,12.7,3.7,-1.7,Graduate,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers"
1,44,1,Veterinary Nursing,daytime,Technological specialization course,120.0,Portuguese,37,37,120.0,yes,no,yes,yes,0,0,32,0,0,6,14,4,11.5,0,0,6,14,3,11.0,0,16.2,0.3,-0.92,Dropout,Unskilled Workers,Unskilled Workers
1,1,4,Tourism,daytime,Secondary education,110.0,Portuguese,37,37,113.2,yes,no,no,yes,0,0,24,0,0,6,14,2,10.5,0,0,6,11,1,10.0,0,10.8,1.4,1.74,Dropout,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,17,4,Nursing,daytime,Secondary education,146.0,Portuguese,19,37,135.8,yes,no,no,yes,0,0,18,0,0,7,7,6,13.983333333333334,0,0,7,7,6,13.983333333333334,0,7.6,2.6,0.32,Graduate,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers
1,1,1,Social Service,daytime,Secondary education,148.0,Portuguese,37,37,143.5,no,no,no,yes,0,0,18,0,0,6,6,6,13.0,0,0,6,6,6,12.833333333333334,0,10.8,1.4,1.74,Graduate,Unskilled Workers,Unskilled Workers
1,1,1,Social Service,daytime,Secondary education,145.0,Portuguese,19,37,148.9,yes,no,no,yes,0,1,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Graduate,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen"
1,39,1,Agronomy,daytime,Secondary education,133.1,Portuguese,38,38,115.6,yes,no,no,no,0,0,27,0,0,6,8,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen"
1,1,1,Management,daytime,Secondary education,160.0,Portuguese,38,37,159.3,no,no,no,yes,0,0,18,0,0,5,5,5,14.4,0,0,5,5,5,15.4,0,7.6,2.6,0.32,Graduate,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers"
1,39,1,Management (evening attendance),evening,Secondary education,150.0,Portuguese,19,37,138.5,no,no,no,yes,0,0,26,0,0,5,10,4,12.0,0,0,5,9,4,11.25,0,12.7,3.7,-1.7,Enrolled,Unskilled Workers,Installation and Machine Operators and Assembly Workers
1,1,1,Basic Education,daytime,Secondary education,130.0,Portuguese,19,12,133.2,yes,no,no,yes,0,0,19,0,0,6,6,6,14.166666666666666,0,0,6,7,6,13.666666666666666,0,7.6,2.6,0.32,Graduate,Unskilled Workers,Administrative staff
1,17,2,Social Service (evening attendance),evening,Secondary education,120.0,Portuguese,37,34,117.6,yes,no,no,yes,0,0,19,0,0,6,8,5,12.2,0,0,6,7,6,12.0,0,7.6,2.6,0.32,Graduate,Student,Student
1,18,2,Management,daytime,Secondary education,115.0,Portuguese,1,37,108.7,yes,no,no,yes,0,0,21,0,0,5,8,3,12.0,1,0,5,9,3,12.666666666666666,0,9.4,-0.8,-3.12,Enrolled,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
1,1,4,Management,daytime,Secondary education,133.1,Portuguese,1,19,106.0,yes,no,no,yes,0,0,24,0,0,5,11,2,10.5,0,0,5,14,1,11.0,0,12.7,3.7,-1.7,Enrolled,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry"
1,17,1,Basic Education,daytime,Secondary education,120.0,Portuguese,37,37,122.6,no,no,no,yes,0,0,20,0,0,6,8,3,12.333333333333334,0,0,6,11,2,10.5,0,12.7,3.7,-1.7,Dropout,Unskilled Workers,Armed Forces Professions
1,1,4,Basic Education,daytime,Secondary education,134.0,Portuguese,19,1,127.4,yes,no,no,yes,0,0,18,0,0,6,7,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Enrolled,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers
1,39,1,Agronomy,daytime,Secondary education,133.1,Portuguese,19,19,100.0,no,no,no,yes,0,0,30,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,Unskilled Workers,Unskilled Workers
1,1,1,Basic Education,daytime,Secondary education,133.1,Portuguese,19,37,95.0,yes,no,yes,no,0,0,22,0,0,7,10,6,11.5,0,0,7,8,6,13.166666666666666,0,11.1,0.6,2.02,Enrolled,Unskilled Workers,Unskilled Workers
1,7,1,Management,daytime,Higher education - degree,130.0,Portuguese,37,19,130.0,no,no,no,yes,0,0,21,0,4,9,9,9,10.88888888888889,0,3,10,18,10,11.615384615384617,0,10.8,1.4,1.74,Graduate,Unskilled Workers,Installation and Machine Operators and Assembly Workers
1,39,1,Oral Hygiene,daytime,Secondary education,120.0,Portuguese,19,19,122.8,no,no,no,yes,0,0,26,0,0,7,12,6,12.166666666666666,0,0,8,8,8,11.675,0,13.9,-0.3,0.79,Dropout,Administrative staff,"Personal Services, Security and Safety Workers and Sellers"
1,17,1,Management,daytime,Secondary education,115.0,Portuguese,19,19,115.0,yes,no,no,yes,0,0,23,0,0,5,7,2,10.0,1,0,5,9,1,12.0,0,9.4,-0.8,-3.12,Enrolled,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen"
1,17,1,Communication Design,daytime,Secondary education,135.0,Portuguese,19,37,145.9,no,no,no,yes,0,1,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,12.166666666666666,0,16.2,0.3,-0.92,Graduate,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers
1,1,1,Communication Design,daytime,Secondary education,133.1,Portuguese,1,37,143.0,yes,no,yes,yes,0,0,21,0,0,6,9,5,11.4,0,0,6,8,5,12.2,0,12.7,3.7,-1.7,Dropout,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers
1,43,1,Animation and Multimedia Design,daytime,Secondary education,145.0,Portuguese,19,38,100.0,no,no,no,yes,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout,Unskilled Workers,Unskilled Workers
1,17,3,Veterinary Nursing,daytime,Secondary education,130.0,Portuguese,19,37,121.3,yes,no,no,yes,0,0,21,0,0,5,14,2,13.0,2,0,5,8,4,12.0,1,9.4,-0.8,-3.12,Enrolled,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
1,17,3,Basic Education,daytime,Secondary education,118.0,Portuguese,38,38,121.2,yes,no,no,yes,0,0,18,0,0,6,8,5,13.4,0,0,6,7,5,12.0,0,7.6,2.6,0.32,Enrolled,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen"
1,17,3,Basic Education,daytime,Secondary education,138.0,Portuguese,37,37,125.1,yes,yes,no,yes,0,1,19,0,0,6,6,6,13.5,0,0,6,8,5,12.8,0,12.7,3.7,-1.7,Dropout,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers
1,17,1,Tourism,daytime,Secondary education,122.0,Portuguese,1,1,112.9,yes,no,no,yes,0,0,22,0,0,6,14,4,12.25,0,0,6,11,3,11.333333333333334,0,7.6,2.6,0.32,Enrolled,Administrative staff,Unskilled Workers
1,1,3,Social Service,daytime,Secondary education,126.0,Portuguese,38,19,120.8,yes,no,no,yes,0,0,19,0,0,6,7,6,12.285714285714286,0,0,6,7,6,12.833333333333334,0,12.4,0.5,1.79,Graduate,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers
1,1,5,Veterinary Nursing,daytime,Secondary education,121.0,Portuguese,38,37,114.0,yes,no,no,no,0,0,19,0,0,5,12,0,0.0,4,0,5,8,0,0.0,1,9.4,-0.8,-3.12,Dropout,Unskilled Workers,Installation and Machine Operators and Assembly Workers
1,17,1,Social Service,daytime,Secondary education,152.0,Portuguese,37,37,132.1,yes,no,no,yes,0,0,19,0,0,6,10,2,10.5,0,0,6,11,1,13.0,0,9.4,-0.8,-3.12,Dropout,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers"
2,44,1,Veterinary Nursing,daytime,Technological specialization course,160.0,Portuguese,37,37,160.0,no,no,no,yes,0,0,27,0,0,5,12,3,14.0,2,0,5,8,5,12.0,1,9.4,-0.8,-3.12,Graduate,"Unskilled workers in agriculture, animal production, fisheries and forestry","Unskilled workers in agriculture, animal production, fisheries and forestry"
1,10,1,Veterinary Nursing,daytime,Secondary education,134.0,Portuguese,37,37,134.0,yes,no,no,yes,0,0,22,0,2,5,7,5,14.2,0,0,5,10,5,12.2,0,12.7,3.7,-1.7,Graduate,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
1,1,1,Journalism and Communication,daytime,Secondary education,128.0,Portuguese,37,1,124.2,yes,no,no,yes,0,0,18,0,0,6,8,5,13.0,0,0,6,7,6,13.142857142857142,0,15.5,2.8,-4.06,Dropout,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen"
1,17,4,Tourism,daytime,Secondary education,125.0,Portuguese,38,38,115.6,yes,no,no,yes,0,0,20,0,0,6,6,6,11.0,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,Graduate,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
2,43,1,Management (evening attendance),evening,Secondary education,130.0,Portuguese,37,37,128.2,no,no,no,yes,0,0,34,0,3,8,9,3,11.0,0,2,7,7,2,10.0,0,9.4,-0.8,-3.12,Dropout,Unskilled Workers,Unskilled Workers
1,17,2,Nursing,daytime,Secondary education,138.0,Portuguese,1,38,132.8,yes,no,no,yes,0,0,18,0,0,7,9,6,12.385714285714286,0,0,8,9,8,13.755555555555556,0,13.9,-0.3,0.79,Graduate,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers
1,17,2,Journalism and Communication,daytime,Secondary education,121.0,Portuguese,1,1,123.1,yes,no,no,yes,1,0,20,0,0,6,12,4,14.75,0,0,6,7,4,12.25,0,9.4,-0.8,-3.12,Graduate,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
1,1,1,Equinculture,daytime,Secondary education,134.0,Brazilian,1,19,125.6,yes,no,no,yes,0,0,20,1,0,5,6,5,16.166666666666668,0,0,5,6,5,15.833333333333334,0,12.7,3.7,-1.7,Graduate,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
1,39,1,Management (evening attendance),evening,Secondary education,130.0,Portuguese,1,38,115.0,no,no,no,yes,1,0,25,0,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout,Administrative staff,Unskilled Workers
1,1,4,Informatics Engineering,daytime,Secondary education,126.0,Portuguese,3,19,123.6,yes,no,no,yes,1,0,18,0,0,5,6,5,12.4,0,0,5,9,3,13.0,0,8.9,1.4,3.51,Dropout,Specialists in Intellectual and Scientific Activities,Unskilled Workers
1,1,1,Equinculture,daytime,Secondary education,148.0,Portuguese,1,1,141.7,no,no,no,no,1,0,18,0,0,6,8,5,11.6,0,0,6,11,4,13.0,0,8.9,1.4,3.51,Dropout,Unskilled Workers,Unskilled Workers
1,17,1,Basic Education,daytime,Secondary education,160.0,Portuguese,19,38,139.0,yes,no,no,yes,0,1,18,0,0,6,8,5,12.2,0,0,6,13,0,0.0,0,9.4,-0.8,-3.12,Dropout,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen"
1,17,1,Tourism,daytime,Secondary education,118.0,Portuguese,1,19,118.0,no,no,no,yes,0,1,19,0,0,6,7,5,11.0,0,0,6,7,5,12.8,0,12.4,0.5,1.79,Graduate,"Personal Services, Security and Safety Workers and Sellers",Administrative staff
1,17,2,Basic Education,daytime,Secondary education,150.0,Portuguese,38,19,142.0,yes,no,no,yes,0,1,19,0,0,6,8,6,12.333333333333334,0,0,6,7,5,12.4,0,10.8,1.4,1.74,Dropout,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers"
